BuildingAddress,Country,State,ZIP,City,Neighborhood,Status2010,Status2011,Status2012,Status2013,Latitude,Longitude
1379 UNDERWOOD AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,Complied,37.72718045,-122.3877762
138 6TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78029305,-122.4081785
1380 7TH ST,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.76711318,-122.3965911
1385 CARROLL AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.72240552,-122.3893581
139 TOWNSEND ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.77962797,-122.3912257
1390 SILVER AVE,USA,CA,94134,San Francisco,Excelsior,NA,NA,NA,DidNotComply,37.73105444,-122.4090706
1395 EVANS AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.7405313,-122.3846573
1398 BRYANT ST,USA,CA,94103,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.76838784,-122.4111637
140 7TH ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77850426,-122.4104796
140 9TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,NA,NA,37.77548891,-122.4142523
132 GEARY ST,USA,CA,94108,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.78794175,-122.4057389
140 POTRERO AVE,USA,CA,94103,San Francisco,Mission,NA,NA,Complied,DidNotComply,37.76767048,-122.4082509
1400 17TH ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.765421,-122.3980609
1400 NEW MONTGOMERY ST,USA,CA,94103,San Francisco,Fidi,Exempt - Vacant,Exempt - Vacant,DidNotComply,DidNotComply,37.78672448,-122.4001138
1400 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,NA,NA,DidNotComply,DidNotComply,37.78870302,-122.4216059
1401 3RD ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.7716778,-122.3891975
1401 HOWARD ST,USA,CA,94103,San Francisco,Western SOMA,NA,Exempt - Vacant,Exempt - Vacant,DidNotComply,37.77356638,-122.4142936
1401 ILLINOIS ST,USA,CA,94107,San Francisco,Potrero Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.75402308,-122.3866796
1405 INDIANA ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.75249136,-122.3904511
1405 MINNESOTA ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.75199549,-122.389375
1407 9TH AVE,USA,CA,94122,San Francisco,Inner Sunset,NA,NA,DidNotComply,DidNotComply,37.76194693,-122.4666125
1409 SUTTER ST,USA,CA,94109,San Francisco,Western Addition,NA,NA,DidNotComply,DidNotComply,37.7870479,-122.4238153
141 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78760889,-122.3989656
141 INDUSTRIAL ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73895906,-122.4022708
141 INDUSTRIAL ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73895865,-122.4022683
1410 TENNESSEE ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.75380019,-122.3893289
1412 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,NA,Complied,DidNotComply,DidNotComply,37.78885339,-122.421547
1415 BANCROFT AVE,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.72341722,-122.3896168
1425 FOLSOM ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.7722698,-122.4129074
1430 BUSH ST,USA,CA,94109,San Francisco,Nob Hill,NA,NA,Complied,Complied,37.78887951,-122.4209817
1430 Van Ness,USA,CA,94109,San Francisco,Nob Hill,NA,DidNotComply,Complied,Complied,37.78915283,-122.421617
1433 BUSH ST,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.7884051,-122.4208412
144 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,DidNotComply,Complied,Complied,37.78726789,-122.3992167
1440 BANCROFT AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.72418018,-122.3897305
1444 MARKET ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.77624304,-122.4184276
1445 Bush St,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,NA,Exempt - Change in Ownership,Exempt - Change in Ownership,37.78850831,-122.4211637
1446 MARKET ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Exempt - Vacant,DidNotComply,37.77617754,-122.4185746
145 9TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.77589621,-122.4137577
145 NATOMA ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78617975,-122.3998589
1453 MISSION ST,USA,CA,94103,San Francisco,South of Market,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.77452073,-122.4162669
1455 CUSTER AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74467113,-122.3884887
1455 Market Street,USA,CA,94103,San Francisco,South of Market,Complied,Complied,Complied,DidNotComply,37.77571997,-122.4180702
146 GEARY ST,USA,CA,94108,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78792855,-122.4058524
1469 PACIFIC AVE,USA,CA,94109,San Francisco,Nob Hill,NA,NA,DidNotComply,DidNotComply,37.79506865,-122.4194177
148 TOWNSEND ST,USA,CA,94107,San Francisco,South of Market,NA,Complied,DidNotComply,DidNotComply,37.77993206,-122.3919791
1485 ILLINOIS ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.75305508,-122.3868241
149 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78749207,-122.3987905
149 BLUXOME ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77491488,-122.3989502
149 MORRIS ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77638089,-122.4010946
149 NEW MONTGOMERY ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78697782,-122.3996195
1499 EVANS AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74133741,-122.3862428
150 9TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,DidNotComply,DidNotComply,37.77537802,-122.4141104
150 CALIFORNIA ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79364735,-122.3985949
150 EXECUTIVE PARK BLVD,USA,CA,94134,San Francisco,Bayview,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.71101431,-122.3933626
150 GREEN ST,USA,CA,94111,San Francisco,North Beach,NA,Complied,Complied,DidNotComply,37.80050467,-122.4023717
150 HAYES ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Exempt - Financial Distress,Exempt - Vacant,Complied,Complied,37.77762622,-122.4188607
150 POTRERO AVE,USA,CA,94103,San Francisco,Mission,NA,NA,Complied,Complied,37.76752574,-122.4082354
150 VAN NESS AVE,USA,CA,94102,San Francisco,Downtown/Civic Center,Exempt - Financial Distress,Exempt - Vacant,Exempt - Vacant,DidNotComply,37.77709923,-122.4192484
1500 16TH ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,Complied,DidNotComply,37.76637091,-122.4021227
1500 BURKE AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74381204,-122.3848198
1500 CUSTER AVE,USA,CA,94124,San Francisco,Bayview,Complied,Complied,DidNotComply,DidNotComply,37.74617577,-122.3892208
1500 HOWARD ST,USA,CA,94103,San Francisco,Western SOMA,NA,Complied,DidNotComply,DidNotComply,37.77314546,-122.4160951
1501 HARRISON ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Exempt - Vacant,Exempt - Vacant,37.77011106,-122.4123959
1501 LOMBARD ST,USA,CA,94123,San Francisco,Marina,NA,NA,DidNotComply,DidNotComply,37.80085789,-122.426677
1501 VERMONT ST,USA,CA,94107,San Francisco,Bayview,NA,NA,Complied,Complied,37.750405,-122.4023418
1504 BRYANT ST,USA,CA,94103,San Francisco,Mission,NA,Complied,DidNotComply,DidNotComply,37.76798728,-122.4110391
151 10TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,Complied,Complied,37.77484017,-122.4148981
1515 GALVEZ AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73968283,-122.3864876
1515 SOUTH VAN NESS AVE,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.74890835,-122.4154565
1517 MISSION ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77379498,-122.417156
1528 PINE ST,USA,CA,94109,San Francisco,Nob Hill,NA,Exempt - Change in Ownership,Exempt - New Construction,Exempt - New Construction,37.78982848,-122.4211211
1534 FILLMORE ST,USA,CA,94115,San Francisco,Western Addition,NA,NA,DidNotComply,DidNotComply,37.78388129,-122.4325241
154 SOUTH VAN NESS AVE,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77117803,-122.418586
1530 BUSH ST,USA,CA,94109,San Francisco,Western Addition,NA,NA,Complied,DidNotComply,37.7886386,-122.4228702
154 CAPP ST,USA,CA,94110,San Francisco,Mission,NA,Complied,Complied,Complied,37.76407799,-122.4188569
1545 PACIFIC AVE,USA,CA,94109,San Francisco,Nob Hill,NA,NA,DidNotComply,DidNotComply,37.79487566,-122.4206698
155 5TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,NA,NA,37.78228855,-122.4055227
155 HAYES ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Exempt - Vacant,Exempt - Vacant,Exempt - Vacant,DidNotComply,37.77710467,-122.4188333
149 MONTGOMERY ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79070384,-122.4026365
1554 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.79020459,-122.4217466
1555 Burke Ave,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.74371552,-122.3859586
1555 GALVEZ AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74019785,-122.3873815
1300 COLUMBUS AVE,USA,CA,94133,San Francisco,North Beach,Complied,Complied,Complied,DidNotComply,37.806543,-122.4182879
475 BEACH ST,USA,CA,94133,San Francisco,North Beach,Complied,Complied,Complied,DidNotComply,37.80667556,-122.4168463
156 GEARY ST,USA,CA,94108,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78790395,-122.4060114
156 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78719261,-122.3990194
1563 MISSION ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.7730475,-122.4180701
157 13TH ST,USA,CA,94103,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76937305,-122.4169505
157 BLUXOME ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77471585,-122.3991103
1580 MISSION ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,DidNotComply,DidNotComply,37.77346225,-122.4185066
1581 BUSH ST,USA,CA,94109,San Francisco,Western Addition,NA,NA,DidNotComply,DidNotComply,37.78806324,-122.4232473
1585 FOLSOM ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77101808,-122.4146669
1590 BRYANT ST,USA,CA,94103,San Francisco,Mission,Complied,Complied,Complied,DidNotComply,37.76710399,-122.4109069
1590 YOSEMITE AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,Exempt - Vacant,NA,37.72612931,-122.3900159
1591 HARRISON ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Exempt - Vacant,Exempt - Vacant,37.76985432,-122.4125784
1595 FAIRFAX AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74202944,-122.3889616
1595 VAN NESS AVE,USA,CA,94109,San Francisco,Western Addition,NA,Complied,DidNotComply,DidNotComply,37.79011841,-122.4227294
1596 HOWARD ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,DidNotComply,Complied,37.77213685,-122.4170448
2 CALIFORNIA ST,USA,CA,94111,San Francisco,Fidi,NA,Complied,Complied,Complied,37.79369022,-122.3964795
160 14TH ST,USA,CA,94103,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76864439,-122.4169533
160 FOLSOM ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78974009,-122.3917495
153 TOWNSEND ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Pending,37.77949143,-122.391541
100 BATTERY ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79252566,-122.3994138
1600 BRYANT ST,USA,CA,94103,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76667672,-122.4109713
1600 DONNER AVE,USA,CA,94124,San Francisco,Bayview,Exempt - Change in Ownership,Exempt - Change in Ownership,Exempt - Change in Ownership,DidNotComply,37.72428466,-122.3930342
Jackson st,USA,CA,94109,San Francisco,Nob Hill,Complied,Complied,Complied,DidNotComply,37.7940728,-122.4219853
1600 TENNESSEE ST,USA,CA,94107,San Francisco,Potrero Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.75100668,-122.3890651
1600 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.79073307,-122.4220008
1601 CORTLAND AVE,USA,CA,94110,San Francisco,Bernal Heights,NA,NA,DidNotComply,DidNotComply,37.74018474,-122.4087299
1620 MONTGOMERY ST,USA,CA,94111,San Francisco,North Beach,NA,Complied,Complied,DidNotComply,37.8041582,-122.4046881
1620 STOCKTON ST,USA,CA,94133,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.8008583,-122.4089932
1621 MARKET ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77364657,-122.4204307
1625 VAN NESS AVE,USA,CA,94109,San Francisco,Pacific Heights,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.79069617,-122.4228168
163 EDDY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.78393356,-122.4103811
1635 DIVISADERO ST,USA,CA,94115,San Francisco,Western Addition,Complied,Complied,Complied,Complied,37.78461838,-122.4400193
164 Townsend St.,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77983053,-122.3922187
165 OFARRELL ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Exempt - Vacant,DidNotComply,37.78623184,-122.407339
165 POST ST,USA,CA,94108,San Francisco,Fidi,NA,DidNotComply,DidNotComply,DidNotComply,37.78866856,-122.4046488
165 SUTTER ST,USA,CA,94104,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.78943028,-122.4027775
1650 EVANS AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74378818,-122.3890316
1650 Owens St,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.76780789,-122.3943204
1656 CALIFORNIA ST,USA,CA,94109,San Francisco,Nob Hill,NA,NA,DidNotComply,DidNotComply,37.79076347,-122.421745
169 STEUART ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79258505,-122.3921057
166 GEARY ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,Complied,37.78780657,-122.4061469
166 GOLDEN GATE AVE,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78219609,-122.4135695
166 WISCONSIN ST,USA,CA,94103,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.76544498,-122.4000304
1660 PINE ST,USA,CA,94109,San Francisco,Western Addition,NA,NA,DidNotComply,DidNotComply,37.78955496,-122.4233166
1661 MARKET ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77296224,-122.4219766
1661 MISSION ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77131596,-122.4191309
1675 HOWARD ST,USA,CA,94103,San Francisco,Western SOMA,NA,Complied,DidNotComply,DidNotComply,37.77046975,-122.4171743
1680 EVANS AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74418981,-122.3897364
1683 GALVEZ AVE,USA,CA,94124,San Francisco,Bayview,NA,Complied,DidNotComply,DidNotComply,37.74128076,-122.3893127
169 11TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,DidNotComply,DidNotComply,37.77357432,-122.4157822
1690 FOLSOM ST,USA,CA,94103,San Francisco,Western SOMA,NA,Complied,Complied,Complied,37.77014203,-122.4159815
1699 HOWARD ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,DidNotComply,DidNotComply,37.77015112,-122.4173085
1699 MARKET ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77223958,-122.4218724
1699 VAN NESS AVE,USA,CA,94109,San Francisco,Pacific Heights,NA,Complied,Complied,Complied,37.79101116,-122.4228439
1616 16TH ST,USA,CA,94103,San Francisco,South of Market,Complied,Complied,Complied,DidNotComply,37.76625204,-122.4031187
17 BLUXOME ST,USA,CA,94107,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.77717714,-122.3960265
170 13TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,DidNotComply,DidNotComply,37.77029034,-122.4167542
170 COLUMBUS AVE,USA,CA,94133,San Francisco,Fidi,DidNotComply,DidNotComply,Complied,Complied,37.79698233,-122.4050732
170 SOUTH VAN NESS AVE,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77072051,-122.4183839
1700 EGBERT AVE,USA,CA,94124,San Francisco,Bayview,DidNotComply,Complied,Complied,Exempt - Change in Ownership,37.72638159,-122.3968981
1700 MONTGOMERY ST,USA,CA,94111,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.80532226,-122.4047932
1700 POST ST,USA,CA,94115,San Francisco,Western Addition,NA,NA,Exempt - Tenant Turnover,Complied,37.785758,-122.4301115
1707 MARKET ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77191491,-122.42204
171 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78726899,-122.3985388
1715 CORTLAND AVE,USA,CA,94110,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74009893,-122.4076166
1717 MISSION ST,USA,CA,94103,San Francisco,Mission,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.7695158,-122.419447
1727 LOMBARD ST,USA,CA,94123,San Francisco,Marina,NA,NA,Complied,Complied,37.8003658,-122.4301932
1730 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,NA,NA,DidNotComply,DidNotComply,37.79191429,-122.4220553
1740 MARKET ST,USA,CA,94102,San Francisco,Western Addition,NA,NA,Complied,DidNotComply,37.77254987,-122.4230983
175 DE HARO ST,USA,CA,94107,San Francisco,South of Market,NA,NA,Exempt - Tenant Turnover,DidNotComply,37.76795834,-122.4015848
175 GOLDEN GATE AVE,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.78166253,-122.4133391
1750 CESAR CHAVEZ ST,USA,CA,94107,San Francisco,Potrero Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.74990483,-122.3941753
1760 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.79224075,-122.4220505
177 FREMONT ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78980406,-122.3953203
177 POST ST,USA,CA,94108,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78845033,-122.4047981
177 STILLMAN ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78032407,-122.3978951
1790 YOSEMITE AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,Complied,Complied,37.72895464,-122.3948398
1301 17TH ST,USA,CA,94107,San Francisco,Potrero Hill,NA,Complied,Complied,Complied,37.76494104,-122.3970728
180 12TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77170899,-122.4175257
180 HUBBELL ST,USA,CA,94107,San Francisco,South of Market,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.76762869,-122.3977018
180 MONTGOMERY ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79080058,-122.4020791
180 POST ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.7889564,-122.4051036
160 SANSOME ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,DidNotComply,DidNotComply,37.79192739,-122.4005933
180 TOWNSEND ST,USA,CA,94107,San Francisco,South of Market,NA,Complied,Complied,Complied,37.7792885,-122.392512
1800 CESAR CHAVEZ ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.74983438,-122.3953628
1800 SUTTER ST,USA,CA,94115,San Francisco,Western Addition,DidNotComply,DidNotComply,Complied,Complied,37.78674494,-122.4301286
1800 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,NA,NA,DidNotComply,DidNotComply,37.79255326,-122.4222895
1807 GEARY BLVD,USA,CA,94115,San Francisco,Western Addition,NA,DidNotComply,DidNotComply,DidNotComply,37.78416057,-122.4331812
170 NEW MONTGOMERY ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78625766,-122.3995173
1819 Egbert Ave,USA,CA,94124,San Francisco,Bayview,NA,Complied,Complied,Complied,37.7265396,-122.4000625
182 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,Complied,37.7867797,-122.3986388
1820 HARRISON ST,USA,CA,94103,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76819791,-122.4136879
1830 HARRISON ST,USA,CA,94103,San Francisco,Mission,NA,Complied,Complied,DidNotComply,37.76804793,-122.4135856
1833 FILLMORE ST,USA,CA,94115,San Francisco,Western Addition,NA,NA,DidNotComply,DidNotComply,37.78649246,-122.4336445
1849 VAN NESS AVE,USA,CA,94109,San Francisco,Pacific Heights,Complied,Complied,Complied,Complied,37.792797,-122.4233664
188 Hooper St.,USA,CA,94107,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.76753458,-122.4003435
185 POST ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78859906,-122.4049617
1850 CESAR CHAVEZ ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.74979458,-122.3958382
1850 KEARNY ST,USA,CA,94133,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.80500531,-122.4064796
1850 MISSION ST,USA,CA,94103,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76735564,-122.4204712
1875 MISSION ST,USA,CA,94103,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.76710523,-122.4194434
